"","L","Z","A","Y"
"5754",1,13,12,3000
"5755",1,1,8,8
"5756",0,13,12,9096
"5757",0,13,12,2700
"5758",1,16,13,3000
"5759",1,2,8,0
"5760",1,15,13,1345
"5761",1,17,15,5760
"5762",0,17,12,3000
"5763",1,17,12,0
"5764",1,13,7,3300
"5765",1,19,15,4500
"5766",0,40,8,3668
"5767",0,13,12,0
"5768",0,13,12,716
"5769",0,39,12,3000
"5770",0,13,12,0
"5771",1,15,12,800
"5772",0,16,17,2592
"5773",1,16,12,24000
"5774",0,13,14,1500
"5775",1,39,12,8963
"5776",0,13,12,4875
"5777",1,39,9,8658
"5778",0,17,12,400
"5779",0,13,12,98
"5780",0,13,12,0
"5781",0,17,12,0
"5782",1,13,10,0
"5783",0,37,9,1323
"5784",0,13,10,3750
"5785",1,16,14,9085
"5786",1,9,12,500
"5787",1,2,12,0
"5788",0,19,12,0
"5789",1,13,12,6500
"5790",1,13,12,4972
"5791",0,13,12,4316
"5792",0,39,9,3896
"5793",1,16,9,8000
"5794",0,16,13,1604
"5795",0,0,12,700
"5796",1,1,14,8000
"5797",0,0,13,15000
"5798",0,16,16,2000
"5799",1,13,12,5000
"5800",1,9,12,0
"5801",0,13,13,1300
"5802",1,16,12,3319
"5803",0,1,11,98
"5804",0,19,16,160
"5805",1,39,10,3000
"5806",0,19,13,0
"5807",1,5,16,20000
"5808",1,0,12,900
"5809",0,0,11,0
"5810",0,16,15,0
"5811",1,1,13,88
"5812",1,39,13,11500
"5813",0,13,12,0
"5814",1,2,12,0
"5815",0,17,12,0
"5816",0,28,13,1200
"5817",1,13,14,1600
"5818",1,13,8,800
"5819",0,13,13,1500
"5820",0,9,12,2173
"5821",1,15,14,3840
"5822",0,15,12,0
"5823",0,17,13,1800
"5824",0,13,12,0
"5825",0,28,12,0
"5826",0,13,12,4686
"5827",0,17,11,6000
"5828",1,16,10,4000
"5829",1,17,12,4000
"5830",0,1,8,160
"5831",0,5,12,0
"5832",1,28,8,8500
"5833",1,1,7,575
"5834",0,39,12,4983
"5835",1,15,16,4700
"5836",0,15,12,2000
"5837",0,2,9,2827
"5838",1,39,9,3300
"5839",1,13,15,12800
"5840",1,13,14,2000
"5841",1,13,9,0
"5842",1,9,12,0
"5843",1,16,12,16258
"5844",1,16,12,1040
"5845",1,16,17,14000
"5846",0,39,11,8000
"5847",0,1,12,300
"5848",0,9,12,5000
"5849",1,2,8,2400
"5850",0,13,10,0
"5851",1,1,9,600
"5852",0,1,10,1950
"5853",1,13,12,9100
"5854",0,17,12,1500
"5855",0,13,12,7166
"5856",0,15,13,16
"5857",0,17,12,0
"5858",0,9,13,400
"5859",0,16,12,0
"5860",0,19,8,0
"5861",0,19,12,0
"5862",1,37,11,3500
"5863",1,13,8,2200
"5864",1,37,13,0
"5865",1,28,11,7000
"5866",0,17,12,7480
"5867",1,9,14,9000
"5868",1,0,10,1050
"5869",0,16,12,8896
"5870",1,16,12,7457
"5871",1,17,9,1440
"5872",0,16,13,3440
"5873",1,5,9,0
"5874",1,1,12,2800
"5875",0,17,12,0
"5876",0,0,12,0
"5877",0,0,14,3000
"5878",1,2,12,700
"5879",1,39,13,5329
"5880",0,9,8,0
"5881",1,15,12,1800
"5882",0,15,12,600
"5883",1,15,9,0
"5884",0,17,9,180
"5885",0,17,14,3360
"5886",0,9,12,2340
"5887",1,15,12,7363
"5888",1,13,12,4000
"5889",1,13,8,0
"5890",1,39,11,29000
"5891",1,2,12,4000
"5892",0,39,12,0
"5893",1,39,13,150
"5894",1,2,10,0
"5895",0,19,11,178
"5896",1,1,10,600
"5897",1,17,12,6960
"5898",1,13,9,0
"5899",0,1,10,0
"5900",1,9,13,3640
"5901",1,346,16,1200
"5902",1,28,11,13000
"5903",0,1,12,5700
"5904",0,15,12,0
"5905",0,28,14,0
"5906",1,13,13,3000
"5907",0,9,11,5123
"5908",0,15,14,140
"5909",0,16,10,4283
"5910",1,0,12,4000
"5911",1,37,10,0
"5912",1,13,9,1000
"5913",1,13,17,3500
"5914",1,13,12,98
"5915",0,28,8,4592
"5916",0,17,12,0
"5917",1,39,9,0
"5918",0,13,12,0
"5919",1,19,12,1000
"5920",0,16,12,0
"5921",0,16,16,5700
"5922",1,15,15,10500
"5923",0,9,9,0
"5924",0,17,10,0
"5925",1,17,13,8000
"5926",1,13,12,1600
"5927",0,9,13,0
"5928",1,39,12,296
"5929",0,13,12,1000
"5930",1,28,12,3000
"5931",1,28,11,800
"5932",0,13,12,160
"5933",0,9,8,0
"5934",0,1,12,0
"5935",0,1,12,1021
"5936",1,1,13,480
"5937",1,16,15,3000
"5938",1,16,12,2000
"5939",1,16,12,8700
"5940",0,13,12,3000
"5941",0,13,12,412
"5942",1,16,10,5634
"5943",0,1,10,2771
"5944",0,15,12,0
"5945",0,9,12,250
"5946",1,1,12,6000
"5947",1,16,11,2726
"5948",0,39,14,3360
"5949",1,16,12,3299
"5950",0,9,12,500
"5951",1,19,17,2079
"5952",1,13,12,700
"5953",0,13,13,3780
"5954",0,19,14,0
"5955",1,16,12,9000
"5956",1,13,8,480
"5957",1,1,11,100
"5958",0,13,11,7500
"5959",0,9,8,0
"5960",0,16,12,7017
"5961",0,9,8,0
"5962",1,13,13,0
"5963",1,19,12,6000
"5964",1,13,9,288
"5965",1,5,12,6000
"5966",1,0,11,2500
"5967",0,17,10,0
"5968",1,39,12,1597
"5969",1,28,14,10000
"5970",0,346,12,4536
"5971",0,0,12,1948
"5972",0,2,12,0
"5973",1,39,12,250
"5974",1,17,11,7000
"5975",1,9,10,2000
"5976",1,13,10,6000
"5977",1,17,14,0
"5978",1,19,12,140
"5979",0,13,12,5100
"5980",1,13,12,0
"5981",0,0,11,0
"5982",1,16,14,6000
"5983",0,13,12,5460
"5984",0,9,13,10497
"5985",0,16,13,2300
"5986",1,39,12,5000
"5987",1,19,12,0
"5988",0,9,14,0
"5989",1,16,13,1300
"5990",0,37,13,15
"5991",1,13,8,4000
"5992",1,15,13,2400
"5993",1,9,10,1000
"5994",0,5,14,0
"5995",0,13,12,10000
"5996",0,13,11,0
"5997",0,1,9,6000
"5998",1,1,12,4000
"5999",1,13,14,0
"6000",0,9,9,925
"6001",1,13,12,15000
"6002",0,13,12,1152
"6003",0,1,9,0
"6004",1,1,9,7000
"6005",1,19,11,342
"6006",0,13,12,2200
"6007",1,37,14,15000
"6008",1,19,14,0
"6009",1,13,11,6900
"6010",0,1,9,0
"6011",1,37,12,1087
"6012",1,2,15,4000
"6013",1,9,10,3000
"6014",0,16,10,996
"6015",0,13,10,9380
"6016",0,39,17,0
"6017",1,19,11,180
"6018",1,15,12,0
"6019",1,39,12,0
"6020",1,13,12,96
"6021",0,9,9,3340
"6022",1,5,11,6000
"6023",0,0,11,0
"6024",0,16,11,5104
"6025",0,17,12,0
"6026",0,9,12,0
"6027",1,19,13,13800
"6028",0,19,12,0
"6029",1,16,15,5435
"6030",0,13,11,10600
"6031",1,9,12,3000
"6032",1,13,12,10000
"6033",1,1,11,396
"6034",1,9,14,336
"6035",1,1,11,240
"6036",1,2,9,0
"6037",0,16,13,3200
"6038",1,13,12,4200
"6039",0,17,8,0
"6040",1,39,12,2809
"6041",0,5,12,0
"6042",1,1,12,1000
"6043",0,16,16,2100
"6044",0,13,16,2440
"6045",0,1,11,2025
"6046",0,17,11,0
"6047",1,5,10,14000
"6048",1,39,15,1886
"6049",1,16,18,0
"6050",0,9,13,2936
"6051",0,1,11,0
"6052",0,1,8,2300
"6053",1,0,11,0
"6054",1,13,12,1800
"6055",0,17,12,2275
"6056",1,16,16,5000
"6057",0,1,14,9367
"6058",0,17,11,0
"6059",1,13,12,0
"6060",0,9,12,2700
"6061",0,9,11,3600
"6062",1,13,12,7000
"6063",1,13,11,1500
"6064",0,9,14,0
"6065",1,15,9,2000
"6066",1,16,15,10480
"6067",1,19,12,1200
"6068",1,2,9,3000
"6069",1,2,12,9900
"6070",0,37,13,5800
"6071",0,19,7,0
"6072",0,19,8,0
"6073",0,13,16,1000
"6074",0,17,10,0
"6075",1,17,12,0
"6076",0,2,14,0
"6077",1,9,12,200
"6078",0,17,12,0
"6079",1,17,11,5000
"6080",0,17,12,5254
"6081",0,16,10,0
"6082",1,1,12,10000
"6083",1,39,12,1600
"6084",0,1,12,2400
"6085",0,1,10,0
"6086",0,16,12,7200
"6087",0,1,9,6
"6088",0,13,10,7641
"6089",0,9,12,0
"6090",1,13,8,3096
"6091",0,17,12,0
"6092",0,39,12,1258
"6093",0,17,12,0
"6094",1,13,11,11000
"6095",1,2,12,200
"6096",1,17,12,0
"6097",0,17,12,0
"6098",0,15,10,5400
"6099",1,16,12,1679
"6100",1,2,15,0
"6101",0,13,12,48
"6102",1,0,12,4000
"6103",1,39,10,1400
"6104",0,1,11,0
"6105",1,13,12,5000
"6106",1,13,8,900
"6107",1,16,9,9000
"6108",1,39,17,9450
"6109",0,13,14,8900
"6110",0,17,12,4600
"6111",1,19,10,1000
"6112",1,19,10,675
"6113",0,13,8,4500
"6114",1,28,14,15000
"6115",0,28,10,1000
"6116",0,13,9,500
"6117",0,28,12,4200
"6118",0,0,12,3000
"6119",0,9,14,0
"6120",0,15,12,4500
"6121",1,17,12,0
"6122",0,13,8,0
"6123",1,2,14,10000
"6124",0,0,12,3157
"6125",1,0,12,1060
"6126",0,17,12,0
"6127",0,13,12,2850
"6128",1,28,12,6000
"6129",0,13,12,680
"6130",0,17,14,3920
"6131",1,39,13,2000
"6132",0,39,12,780
"6133",0,346,13,900
"6134",0,28,12,2000
"6135",1,9,13,4200
"6136",1,15,12,1800
"6137",1,19,12,460
"6138",0,16,17,2282
"6139",1,9,11,5500
"6140",1,9,11,1600
"6141",1,19,10,7020
"6142",0,13,12,4000
"6143",0,16,15,0
"6144",1,346,12,6000
"6145",1,13,16,16000
"6146",0,28,12,0
"6147",1,39,12,7000
"6148",0,37,12,3000
"6149",0,346,12,3200
"6150",1,9,15,0
"6151",0,19,8,0
"6152",0,13,12,2500
"6153",1,39,14,800
"6154",0,39,12,7781
"6155",1,13,13,8400
"6156",1,13,12,14000
"6157",0,13,12,11000
"6158",1,1,11,4100
"6159",0,39,11,150
"6160",1,37,8,7000
"6161",0,16,13,2646
"6162",0,1,8,0
"6163",1,0,11,3000
"6164",1,1,9,500
"6165",0,0,12,8520
"6166",1,16,13,1600
"6167",1,19,11,8400
"6168",0,13,12,3500
"6169",1,39,13,14900
"6170",1,28,12,7360
"6171",1,19,12,922
"6172",0,9,12,0
"6173",0,13,12,5106
"6174",0,9,8,0
"6175",1,1,11,10000
"6176",0,17,13,2000
"6177",1,13,11,0
"6178",0,13,12,0
"6179",0,19,12,0
"6180",1,39,14,1200
"6181",0,15,9,79
"6182",0,28,10,4800
"6183",0,1,11,0
"6184",1,16,10,400
"6185",1,0,12,3000
"6186",0,17,12,0
"6187",1,13,8,4050
"6188",0,13,11,800
"6189",1,17,16,1500
"6190",1,19,11,280
"6191",1,9,8,8254
"6192",0,5,12,0
"6193",1,39,11,600
"6194",1,39,11,85
"6195",1,16,13,13000
"6196",1,13,12,6020
"6197",1,9,8,0
"6198",0,9,10,6487
"6199",0,13,12,2584
"6200",0,19,11,2500
"6201",0,28,12,0
"6202",1,1,10,100
"6203",1,13,12,2853
"6204",0,13,12,800
"6205",0,1,10,0
"6206",0,16,15,167
"6207",0,13,12,0
"6208",0,15,13,0
"6209",1,16,10,5460
"6210",0,13,12,10831
"6211",1,0,12,400
"6212",0,13,12,9148
"6213",0,1,17,2016
"6214",1,13,12,2500
"6215",1,19,12,22000
"6216",1,17,14,8500
"6217",0,37,12,7680
"6218",1,1,10,14000
"6219",1,1,12,10500
"6220",1,13,14,1000
"6221",1,13,12,1800
"6222",1,13,11,2000
"6223",1,2,8,2000
"6224",1,346,14,7204
"6225",0,13,12,800
"6226",1,13,12,0
"6227",1,2,9,0
"6228",1,16,7,1400
"6229",1,5,12,3200
"6230",1,13,10,3000
"6231",0,28,9,3797
"6232",0,2,11,0
"6233",1,17,12,2000
"6234",0,346,12,0
"6235",1,17,13,0
"6236",1,13,12,12000
"6237",0,16,12,103
"6238",0,15,9,600
"6239",0,9,12,1850
"6240",0,40,12,5000
"6241",0,13,12,0
"6242",1,0,12,500
"6243",0,1,11,0
"6244",0,17,12,1800
"6245",0,13,10,4000
"6246",1,19,14,1658
"6247",1,39,12,2750
"6248",1,5,11,14400
"6249",1,15,12,1800
"6250",1,2,11,0
"6251",0,40,12,0
"6252",1,13,10,400
"6253",1,5,9,0
"6254",0,19,9,0
"6255",1,17,10,78
"6256",1,1,8,675
"6257",0,1,14,8000
"6258",1,13,12,3600
"6259",1,15,10,12000
"6260",0,13,10,278
"6261",1,19,12,2000
"6262",1,1,8,11
"6263",1,17,12,0
"6264",1,15,12,604
"6265",1,2,9,0
"6266",1,17,13,2000
"6267",1,16,13,5000
"6268",0,13,12,76
"6269",0,17,12,0
"6270",1,16,15,3500
"6271",1,13,12,0
"6272",1,16,14,2600
"6273",0,2,12,1600
"6274",1,39,12,9000
"6275",0,13,12,4500
"6276",1,28,9,2000
"6277",1,15,15,300
"6278",1,19,12,1200
"6279",1,40,9,19000
"6280",0,17,10,4200
"6281",1,37,12,600
"6282",1,39,12,5000
"6283",0,39,12,7800
"6284",1,17,11,0
"6285",1,0,12,5234
"6286",1,346,12,5342
"6287",0,346,12,5000
"6288",1,17,13,0
"6289",1,39,10,4104
"6290",0,16,14,3462
"6291",1,39,8,2757
"6292",0,2,9,0
"6293",0,16,16,0
"6294",0,39,13,450
"6295",0,346,11,0
"6296",0,1,8,0
"6297",1,17,12,4000
"6298",0,39,12,4280
"6299",1,5,9,0
"6300",0,15,12,5200
"6301",0,19,12,200
"6302",1,16,12,8999
"6303",0,15,12,2000
"6304",0,13,8,0
"6305",0,13,11,600
"6306",0,13,13,10000
"6307",1,16,12,612
"6308",0,13,10,0
"6309",1,16,17,0
"6310",0,17,12,0
"6311",1,9,12,250
"6312",0,17,10,0
"6313",1,13,12,0
"6314",0,2,9,850
"6315",1,13,12,3800
"6316",1,1,12,9000
"6317",0,1,12,3625
"6318",0,28,12,0
"6319",0,16,11,2000
"6320",1,0,12,5500
"6321",0,19,12,0
"6322",1,0,12,17325
"6323",0,9,8,4455
"6324",0,13,11,0
"6325",0,39,12,700
"6326",0,1,9,0
"6327",1,17,11,708
"6328",0,15,15,1500
"6329",0,2,12,0
"6330",0,13,12,864
"6331",1,13,12,6500
"6332",0,28,12,0
"6333",0,9,8,0
"6334",0,15,15,0
"6335",0,28,10,696
"6336",0,9,9,1417
"6337",1,19,11,300
"6338",1,39,10,6000
"6339",1,2,11,2314
"6340",0,17,11,0
"6341",0,13,12,3000
"6342",0,0,11,0
"6343",1,1,12,0
"6344",0,39,10,40
"6345",1,13,11,12000
"6346",0,15,12,0
"6347",1,40,15,0
"6348",0,17,12,5000
"6349",0,1,11,600
"6350",1,39,9,0
"6351",0,15,13,0
"6352",1,37,9,2800
"6353",0,17,11,19203
"6354",0,1,11,200
"6355",1,17,12,3500
"6356",1,2,12,5000
"6357",0,16,18,5500
"6358",0,13,9,9500
"6359",0,37,8,200
"6360",0,28,12,0
"6361",0,17,12,0
"6362",0,13,12,0
"6363",1,13,11,7000
"6364",0,9,9,5000
"6365",0,17,12,6800
"6366",1,19,10,8640
"6367",0,13,9,3000
"6368",1,1,12,182
"6369",0,19,11,0
"6370",1,13,12,15000
"6371",1,16,9,6000
"6372",0,39,12,4000
"6373",1,16,16,4084
"6374",0,15,16,300
"6375",1,39,10,250
"6376",0,37,13,800
"6377",1,9,11,4670
"6378",0,39,13,6204
"6379",1,13,12,0
"6380",0,19,12,0
"6381",1,9,10,2400
"6382",0,15,12,0
"6383",0,1,11,10000
"6384",1,17,15,0
"6385",1,13,10,1800
"6386",1,39,14,6839
"6387",1,1,10,8000
"6388",0,13,9,0
"6389",1,13,10,3000
"6390",0,17,9,7840
"6391",1,0,12,17052
"6392",0,2,9,2500
"6393",0,13,8,344
"6394",0,13,12,4500
"6395",1,16,12,11320
"6396",1,13,9,13500
"6397",0,15,12,1200
"6398",0,17,12,506
"6399",0,1,8,900
"6400",0,13,8,0
"6401",1,13,12,99
"6402",1,19,11,8000
"6403",0,39,12,8742
"6404",0,17,12,5000
"6405",0,13,11,1000
"6406",0,17,12,10000
"6407",1,39,9,5500
"6408",1,13,14,10000
"6409",0,17,13,3000
"6410",0,17,11,0
"6411",0,17,11,672
"6412",1,9,12,0
"6413",0,13,16,6000
"6414",0,9,12,0
"6415",1,19,12,0
"6416",1,19,12,0
"6417",0,1,12,723
"6418",1,19,10,0
"6419",1,13,12,2000
"6420",0,13,12,5000
"6421",0,1,10,960
"6422",0,37,12,3000
"6423",1,2,12,0
"6424",0,9,8,0
"6425",1,39,16,0
"6426",1,2,13,4000
"6427",0,13,12,2800
"6428",0,40,11,15000
"6429",1,16,12,33000
"6430",0,39,13,292
"6431",1,13,12,0
"6432",1,17,12,3492
"6433",1,1,12,5200
"6434",1,19,12,12000
"6435",1,13,8,2500
"6436",0,19,11,7800
"6437",1,15,13,6000
"6438",1,16,12,2729
"6439",0,39,12,10000
"6440",1,39,14,189
"6441",0,1,12,90
"6442",1,9,10,0
"6443",0,1,12,1680
"6444",0,39,12,3635
"6445",1,19,12,3000
"6446",0,13,12,1777
"6447",0,13,10,7548
"6448",0,19,12,0
"6449",1,13,12,0
"6450",0,19,14,2241
"6451",0,17,13,0
"6452",1,1,12,6000
"6453",0,39,10,11000
"6454",1,19,12,4800
"6455",0,9,11,219
"6456",1,15,9,800
"6457",0,5,12,0
"6458",0,9,11,0
"6459",1,1,11,1900
"6460",0,16,16,4000
"6461",1,13,9,9000
"6462",1,15,11,25
"6463",0,17,12,4000
"6464",1,37,12,7250
"6465",0,17,9,1200
"6466",0,28,11,0
"6467",1,13,12,200
"6468",0,9,11,0
"6469",0,13,15,5606
"6470",1,15,14,0
"6471",0,17,8,2340
"6472",1,39,15,6989
"6473",1,15,12,2200
"6474",0,16,12,5677
"6475",0,13,11,1800
"6476",0,13,9,1792
"6477",0,17,11,0
"6478",0,1,8,0
"6479",1,13,10,1800
"6480",0,346,12,0
"6481",1,13,12,0
"6482",0,13,9,2000
"6483",0,5,13,0
"6484",0,13,12,5698
"6485",1,2,12,1350
"6486",1,1,12,2000
"6487",0,17,12,0
"6488",0,1,12,0
"6489",0,15,12,9000
"6490",1,16,15,3159
"6491",1,0,12,3825
"6492",1,16,12,4300
"6493",1,13,14,7700
"6494",1,39,10,4972
"6495",1,37,15,0
"6496",0,19,13,2160
"6497",1,1,10,0
"6498",1,15,11,0
"6499",0,19,12,4000
"6500",0,9,11,3000
"6501",0,13,12,0
"6502",0,1,10,0
"6503",1,13,12,11000
"6504",0,13,10,6000
"6505",0,1,12,5000
"6506",1,13,12,6800
"6507",1,17,11,0
"6508",0,15,11,150
"6509",0,1,11,0
"6510",1,1,12,0
"6511",0,13,11,6750
"6512",1,16,11,0
"6513",1,1,12,4000
"6514",1,0,10,5096
"6515",0,13,8,2000
"6516",0,37,14,5100
"6517",1,37,14,550
"6518",0,13,9,0
"6519",0,17,12,0
"6520",1,15,13,9000
"6521",1,1,8,0
"6522",1,19,8,0
"6523",1,13,11,120
"6524",1,39,12,13000
"6525",1,19,9,13000
"6526",0,13,13,0
"6527",0,15,12,3552
"6528",0,37,12,2389
"6529",0,13,12,1000
"6530",0,9,12,1900
"6531",1,39,11,5000
"6532",1,28,11,2000
"6533",1,1,12,1155
"6534",1,0,10,7000
"6535",0,2,8,3360
"6536",1,37,16,1600
"6537",0,1,12,800
"6538",1,17,9,3800
"6539",1,19,11,0
"6540",0,19,11,1280
"6541",1,17,13,0
"6542",0,13,13,0
"6543",1,9,12,2600
"6544",0,1,12,2188
"6545",0,17,10,128
"6546",1,19,9,0
"6547",0,17,12,2000
"6548",0,1,12,6000
"6549",1,39,12,2400
"6550",1,13,12,1979
"6551",0,13,12,800
"6552",0,13,12,714
"6553",0,28,12,0
"6554",0,1,14,2500
"6555",1,15,10,11000
"6556",0,9,9,0
"6557",1,13,12,11000
"6558",1,17,14,2400
"6559",0,9,12,0
"6560",0,13,12,3350
"6561",1,13,16,6250
"6562",1,0,14,10739
"6563",1,16,12,1695
"6564",0,16,8,1318
"6565",1,13,14,5400
"6566",1,39,12,3385
"6567",1,13,10,0
"6568",0,13,12,0
"6569",0,19,11,0
"6570",0,13,13,140
"6571",0,13,12,0
"6572",0,13,9,2800
"6573",0,17,12,3978
"6574",1,16,12,0
"6575",1,13,11,3000
"6576",1,19,17,4500
"6577",1,13,13,250
"6578",1,13,12,10800
"6579",0,13,10,0
"6580",0,17,12,0
"6581",0,0,14,800
"6582",0,16,12,3500
"6583",1,1,12,6000
"6584",0,16,12,0
"6585",0,13,10,5000
"6586",0,1,9,0
"6587",1,16,15,8000
"6588",1,0,11,2500
"6589",1,13,13,2600
"6590",1,13,12,4200
"6591",1,1,13,7600
"6592",1,19,12,0
"6593",1,13,10,5000
"6594",1,40,12,0
"6595",0,9,12,0
"6596",1,13,12,6000
"6597",1,13,12,0
"6598",1,13,12,3800
"6599",0,28,13,1980
"6600",0,16,12,1946
"6601",1,15,12,1200
"6602",0,13,12,0
"6603",0,1,9,250
"6604",0,37,9,4000
"6605",1,15,12,9000
"6606",1,19,12,1728
"6607",0,9,10,0
"6608",0,17,14,0
"6609",0,17,12,5227
"6610",1,9,12,0
"6611",1,15,18,3200
"6612",1,1,8,0
"6613",1,17,12,0
"6614",1,13,12,8000
"6615",0,2,12,0
"6616",1,1,12,2400
"6617",1,19,12,3089
"6618",0,19,14,0
"6619",0,19,14,23000
"6620",1,9,10,3300
"6621",0,1,9,244
"6622",1,19,14,0
"6623",1,17,12,3690
"6624",0,1,13,0
"6625",0,9,10,140
"6626",0,13,11,5200
"6627",1,15,12,900
"6628",0,9,13,1000
"6629",1,15,12,1600
"6630",1,1,12,20000
"6631",0,13,13,2755
"6632",1,9,11,0
"6633",0,9,11,0
"6634",0,13,16,6585
"6635",0,13,16,392
"6636",1,0,8,3326
"6637",0,1,10,2000
"6638",1,13,9,0
"6639",0,1,12,0
"6640",1,9,13,203
"6641",0,16,12,7000
"6642",1,19,11,6000
"6643",1,37,10,3500
"6644",1,13,12,1854
"6645",0,5,12,0
"6646",0,16,11,300
"6647",1,2,13,1589
"6648",0,16,11,13596
"6649",0,19,14,5000
"6650",0,2,12,4500
"6651",0,1,10,1000
"6652",1,13,8,4368
"6653",1,0,12,1000
"6654",0,37,14,7000
"6655",1,346,16,4800
"6656",0,40,9,0
"6657",0,13,12,1200
"6658",0,19,12,0
"6659",1,19,14,3000
"6660",0,13,12,800
"6661",0,19,10,0
"6662",1,17,11,0
"6663",0,13,11,9921
"6664",1,16,12,3693
"6665",0,39,14,2500
"6666",0,28,12,0
"6667",0,9,12,814
"6668",0,15,12,1700
"6669",1,40,12,0
"6670",1,16,11,13649
"6671",1,13,9,370
"6672",1,28,11,400
"6673",0,17,11,0
"6674",1,13,12,0
"6675",1,17,13,1178
"6676",1,40,14,98
"6677",1,13,16,0
"6678",1,16,12,1400
"6679",0,13,12,2500
"6680",0,1,12,2900
"6681",1,1,11,3050
"6682",0,13,12,17488
"6683",0,19,10,0
"6684",0,39,15,1100
"6685",0,13,12,2000
"6686",1,13,11,0
"6687",1,17,12,9000
"6688",1,9,10,0
"6689",0,1,12,9500
"6690",1,13,15,3000
"6691",0,13,8,800
"6692",0,16,12,1615
"6693",0,17,12,0
"6694",0,1,15,0
"6695",1,13,16,3500
"6696",0,15,14,0
"6697",0,13,16,10000
"6698",1,13,10,400
"6699",1,19,12,1050
"6700",0,13,14,5360
"6701",0,37,11,0
"6702",1,1,12,7800
"6703",1,39,12,7732
"6704",0,17,12,4500
"6705",0,17,12,0
"6706",0,1,12,13811
"6707",1,39,10,10230
"6708",0,37,12,5000
"6709",1,39,10,5600
"6710",1,2,14,5400
"6711",1,9,12,1095
"6712",0,39,14,5350
"6713",0,1,8,875
"6714",1,9,12,6000
"6715",1,2,14,1900
"6716",1,39,13,6100
"6717",1,19,10,0
"6718",0,13,11,2700
"6719",1,13,12,10000
"6720",0,13,12,6000
"6721",0,9,16,400
"6722",1,13,8,0
"6723",0,1,13,0
"6724",0,40,12,0
"6725",0,2,12,4000
"6726",1,13,11,12000
"6727",0,1,8,0
"6728",0,39,11,0
"6729",1,346,12,4224
"6730",1,13,11,4000
"6731",0,1,10,0
"6732",1,15,12,93
"6733",0,5,12,4000
"6734",1,13,8,11000
"6735",0,39,9,5000
"6736",0,13,13,0
"6737",1,0,12,16000
"6738",0,13,8,13250
"6739",0,13,12,4300
"6740",0,13,12,3000
"6741",1,13,12,3000
"6742",1,1,11,11000
"6743",1,28,15,4600
"6744",0,1,15,700
"6745",0,28,8,0
"6746",0,39,12,6588
"6747",0,16,14,3000
"6748",0,17,11,9223
"6749",1,13,8,1386
"6750",0,9,8,0
"6751",0,0,12,9100
"6752",0,13,12,3200
"6753",0,15,14,1000
"6754",1,19,14,0
"6755",1,13,11,1800
"6756",0,16,11,2285
"6757",0,16,16,4388
"6758",1,1,12,7865
"6759",0,13,12,2882
"6760",1,15,12,8600
"6761",0,1,11,276
"6762",1,16,16,3288
"6763",0,17,13,7000
"6764",1,13,10,6600
"6765",0,16,10,3780
"6766",0,9,12,0
"6767",1,13,16,0
"6768",1,17,12,4600
"6769",1,19,11,10400
"6770",1,39,9,8894
"6771",1,17,12,0
"6772",0,15,15,4200
"6773",0,13,12,1000
"6774",1,2,11,0
"6775",0,39,8,1240
"6776",0,39,13,7800
"6777",1,1,12,3000
"6778",0,17,12,0
"6779",0,1,12,5400
"6780",0,19,8,5500
"6781",1,40,11,0
"6782",1,2,12,42
"6783",0,39,12,3560
"6784",1,1,10,8000
"6785",0,17,9,0
"6786",1,19,11,3000
"6787",1,2,9,2000
"6788",0,13,8,3600
"6789",1,16,10,4037
"6790",1,9,11,0
"6791",1,13,10,200
"6792",0,16,11,60
"6793",1,19,10,0
"6794",0,13,11,576
"6795",0,16,12,10000
"6796",0,346,10,0
"6797",0,17,13,5000
"6798",0,39,11,500
"6799",1,5,12,0
"6800",0,17,10,0
"6801",0,16,13,2712
"6802",1,15,11,2000
"6803",0,13,12,0
"6804",0,19,17,0
"6805",1,19,8,720
"6806",0,40,12,0
"6807",1,0,10,1360
"6808",1,1,11,630
"6809",0,17,12,200
"6810",1,39,12,3000
"6811",1,13,12,12000
"6812",0,13,12,0
"6813",1,28,12,0
"6814",1,37,16,985
"6815",1,13,12,21000
"6816",1,13,10,2300
"6817",0,13,12,3400
"6818",0,39,12,3500
"6819",1,9,12,7200
"6820",1,13,12,9000
"6821",0,13,8,2500
"6822",0,15,10,1
"6823",1,2,10,5000
"6824",1,15,10,0
"6825",0,13,8,4524
"6826",0,15,9,0
"6827",0,17,12,5000
"6828",1,2,11,3000
"6829",1,17,12,6570
"6830",0,1,12,2000
"6831",1,13,12,6366
"6832",1,0,12,438
"6833",0,1,8,4124
"6834",1,16,16,0
"6835",1,19,8,0
"6836",0,5,17,10000
"6837",1,13,10,10000
"6838",1,5,12,0
"6839",0,17,12,19400
"6840",0,13,11,3900
"6841",1,5,11,0
"6842",0,13,12,1800
"6843",1,28,14,0
"6844",0,2,9,170
"6845",1,13,10,832
"6846",0,2,10,600
"6847",1,39,8,0
"6848",1,17,12,0
"6849",1,1,12,9500
"6850",1,13,8,1218
"6851",1,2,12,0
"6852",0,15,12,800
"6853",0,1,11,0
"6854",1,9,10,16000
"6855",0,17,10,0
"6856",0,39,16,0
"6857",0,9,11,5000
"6858",0,13,12,336
"6859",1,28,12,0
"6860",0,13,9,12000
"6861",1,19,15,2220
"6862",1,39,13,6200
"6863",0,13,12,5000
"6864",1,19,9,0
"6865",1,16,11,2740
